iteration,gaussian_count
821,196979
822,196979
823,196979
824,196979
825,196979
826,196979
827,196979
828,196979
829,196979
830,196979
831,196979
832,196979
833,196979
834,196979
835,196979
836,196979
837,196979
838,196979
839,196979
840,196979
841,196979
842,196979
843,196979
844,196979
845,196979
846,196979
847,196979
848,196979
849,196979
850,196979
851,196979
852,196979
853,196979
854,196979
855,196979
856,196979
857,196979
858,196979
859,196979
860,196979
861,196979
862,196979
863,196979
864,196979
865,196979
866,196979
867,196979
868,196979
869,196979
870,196979
871,196979
872,196979
873,196979
874,196979
875,196979
876,196979
877,196979
878,196979
879,196979
880,196979
881,196979
882,196979
883,196979
884,196979
885,196979
886,196979
887,196979
888,196979
889,196979
890,196979
891,196979
892,196979
893,196979
894,196979
895,196979
896,196979
897,196979
898,196979
899,196979
900,205369
901,205369
902,205369
903,205369
904,205369
905,205369
906,205369
907,205369
908,205369
909,205369
910,205369
911,205369
912,205369
913,205369
914,205369
915,205369
916,205369
917,205369
918,205369
919,205369
920,205369
921,205369
922,205369
923,205369
924,205369
925,205369
926,205369
927,205369
928,205369
929,205369
930,205369
931,205369
932,205369
933,205369
934,205369
935,205369
936,205369
937,205369
938,205369
939,205369
940,205369
941,205369
942,205369
943,205369
944,205369
945,205369
946,205369
947,205369
948,205369
949,205369
950,205369
951,205369
952,205369
953,205369
954,205369
955,205369
956,205369
957,205369
958,205369
959,205369
960,205369
961,205369
962,205369
963,205369
964,205369
965,205369
966,205369
967,205369
968,205369
969,205369
970,205369
971,205369
972,205369
973,205369
974,205369
975,205369
976,205369
977,205369
978,205369
979,205369
980,205369
981,205369
982,205369
983,205369
984,205369
985,205369
986,205369
987,205369
988,205369
989,205369
990,205369
991,205369
992,205369
993,205369
994,205369
995,205369
996,205369
997,205369
998,205369
999,205369
1000,214137
1001,214137
1002,214137
1003,214137
1004,214137
1005,214137
1006,214137
1007,214137
1008,214137
1009,214137
1010,214137
1011,214137
1012,214137
1013,214137
1014,214137
1015,214137
1016,214137
1017,214137
1018,214137
1019,214137
1020,214137
1021,214137
1022,214137
1023,214137
1024,214137
1025,214137
1026,214137
1027,214137
1028,214137
1029,214137
1030,214137
1031,214137
1032,214137
1033,214137
1034,214137
1035,214137
1036,214137
1037,214137
1038,214137
1039,214137
1040,214137
1041,214137
1042,214137
1043,214137
1044,214137
1045,214137
1046,214137
1047,214137
1048,214137
1049,214137
1050,214137
1051,214137
1052,214137
1053,214137
1054,214137
1055,214137
1056,214137
1057,214137
1058,214137
1059,214137
1060,214137
1061,214137
1062,214137
1063,214137
1064,214137
1065,214137
1066,214137
1067,214137
1068,214137
1069,214137
1070,214137
1071,214137
1072,214137
1073,214137
1074,214137
1075,214137
1076,214137
1077,214137
1078,214137
1079,214137
1080,214137
1081,214137
1082,214137
1083,214137
1084,214137
1085,214137
1086,214137
1087,214137
1088,214137
1089,214137
1090,214137
1091,214137
1092,214137
1093,214137
1094,214137
1095,214137
1096,214137
1097,214137
1098,214137
1099,214137
1100,223717
1101,223717
1102,223717
1103,223717
1104,223717
1105,223717
1106,223717
1107,223717
1108,223717
1109,223717
1110,223717
1111,223717
1112,223717
1113,223717
1114,223717
1115,223717
1116,223717
1117,223717
1118,223717
1119,223717
1120,223717
1121,223717
1122,223717
1123,223717
1124,223717
1125,223717
1126,223717
1127,223717
1128,223717
1129,223717
1130,223717
1131,223717
1132,223717
1133,223717
1134,223717
1135,223717
1136,223717
1137,223717
1138,223717
1139,223717
1140,223717
1141,223717
1142,223717
1143,223717
1144,223717
1145,223717
1146,223717
1147,223717
1148,223717
1149,223717
1150,223717
1151,223717
1152,223717
1153,223717
1154,223717
1155,223717
1156,223717
1157,223717
1158,223717
1159,223717
1160,223717
1161,223717
1162,223717
1163,223717
1164,223717
1165,223717
1166,223717
1167,223717
1168,223717
1169,223717
1170,223717
1171,223717
1172,223717
1173,223717
1174,223717
1175,223717
1176,223717
1177,223717
1178,223717
1179,223717
1180,223717
1181,223717
1182,223717
1183,223717
1184,223717
1185,223717
1186,223717
1187,223717
1188,223717
1189,223717
1190,223717
1191,223717
1192,223717
1193,223717
1194,223717
1195,223717
1196,223717
1197,223717
1198,223717
1199,223717
1200,234518
1201,234518
1202,234518
1203,234518
1204,234518
1205,234518
1206,234518
1207,234518
1208,234518
1209,234518
1210,234518
1211,234518
1212,234518
1213,234518
1214,234518
1215,234518
1216,234518
1217,234518
1218,234518
1219,234518
1220,234518
1221,234518
1222,234518
1223,234518
1224,234518
1225,234518
1226,234518
1227,234518
1228,234518
1229,234518
1230,234518
1231,234518
1232,234518
1233,234518
1234,234518
1235,234518
1236,234518
1237,234518
1238,234518
1239,234518
1240,234518
1241,234518
1242,234518
1243,234518
1244,234518
1245,234518
1246,234518
1247,234518
1248,234518
1249,234518
1250,234518
1251,234518
1252,234518
1253,234518
1254,234518
1255,234518
1256,234518
1257,234518
1258,234518
1259,234518
1260,234518
1261,234518
1262,234518
1263,234518
1264,234518
1265,234518
1266,234518
1267,234518
1268,234518
1269,234518
1270,234518
1271,234518
1272,234518
1273,234518
1274,234518
1275,234518
1276,234518
1277,234518
1278,234518
1279,234518
1280,234518
1281,234518
1282,234518
1283,234518
1284,234518
1285,234518
1286,234518
1287,234518
1288,234518
1289,234518
1290,234518
1291,234518
1292,234518
1293,234518
1294,234518
1295,234518
1296,234518
1297,234518
1298,234518
1299,234518
1300,246082
1301,246082
1302,246082
1303,246082
1304,246082
1305,246082
1306,246082
1307,246082
1308,246082
1309,246082
1310,246082
1311,246082
1312,246082
1313,246082
1314,246082
1315,246082
1316,246082
1317,246082
1318,246082
1319,246082
1320,246082
1321,246082
1322,246082
1323,246082
1324,246082
1325,246082
1326,246082
1327,246082
1328,246082
1329,246082
1330,246082
1331,246082
1332,246082
1333,246082
1334,246082
1335,246082
1336,246082
1337,246082
1338,246082
1339,246082
1340,246082
1341,246082
1342,246082
1343,246082
1344,246082
1345,246082
1346,246082
1347,246082
1348,246082
1349,246082
1350,246082
1351,246082
1352,246082
1353,246082
1354,246082
1355,246082
1356,246082
1357,246082
1358,246082
1359,246082
1360,246082
1361,246082
1362,246082
1363,246082
1364,246082
1365,246082
1366,246082
1367,246082
1368,246082
1369,246082
1370,246082
1371,246082
1372,246082
1373,246082
1374,246082
1375,246082
1376,246082
1377,246082
1378,246082
1379,246082
1380,246082
1381,246082
1382,246082
1383,246082
1384,246082
1385,246082
1386,246082
1387,246082
1388,246082
1389,246082
1390,246082
1391,246082
1392,246082
1393,246082
1394,246082
1395,246082
1396,246082
1397,246082
1398,246082
1399,246082
1400,257438
1401,257438
1402,257438
1403,257438
1404,257438
1405,257438
1406,257438
1407,257438
1408,257438
1409,257438
1410,257438
1411,257438
1412,257438
1413,257438
1414,257438
1415,257438
1416,257438
1417,257438
1418,257438
1419,257438
1420,257438
1421,257438
1422,257438
1423,257438
1424,257438
1425,257438
1426,257438
1427,257438
1428,257438
1429,257438
1430,257438
1431,257438
1432,257438
1433,257438
1434,257438
1435,257438
1436,257438
1437,257438
1438,257438
1439,257438
1440,257438
1441,257438
1442,257438
1443,257438
1444,257438
1445,257438
1446,257438
1447,257438
1448,257438
1449,257438
1450,257438
1451,257438
1452,257438
1453,257438
1454,257438
1455,257438
1456,257438
1457,257438
1458,257438
1459,257438
1460,257438
1461,257438
1462,257438
1463,257438
1464,257438
1465,257438
1466,257438
1467,257438
1468,257438
1469,257438
1470,257438
1471,257438
1472,257438
1473,257438
1474,257438
1475,257438
1476,257438
1477,257438
1478,257438
1479,257438
1480,257438
1481,257438
1482,257438
1483,257438
1484,257438
1485,257438
1486,257438
1487,257438
1488,257438
1489,257438
1490,257438
1491,257438
1492,257438
1493,257438
1494,257438
1495,257438
1496,257438
1497,257438
1498,257438
1499,257438
1500,269488
1501,269488
1502,269488
1503,269488
1504,269488
1505,269488
1506,269488
1507,269488
1508,269488
1509,269488
1510,269488
1511,269488
1512,269488
1513,269488
1514,269488
1515,269488
1516,269488
1517,269488
1518,269488
1519,269488
1520,269488
1521,269488
1522,269488
1523,269488
1524,269488
1525,269488
1526,269488
1527,269488
1528,269488
1529,269488
1530,269488
1531,269488
1532,269488
1533,269488
1534,269488
1535,269488
1536,269488
1537,269488
1538,269488
1539,269488
1540,269488
1541,269488
1542,269488
1543,269488
1544,269488
1545,269488
1546,269488
1547,269488
1548,269488
1549,269488
1550,269488
1551,269488
1552,269488
1553,269488
1554,269488
1555,269488
1556,269488
1557,269488
1558,269488
1559,269488
1560,269488
1561,269488
1562,269488
1563,269488
1564,269488
1565,269488
1566,269488
1567,269488
1568,269488
1569,269488
1570,269488
1571,269488
1572,269488
1573,269488
1574,269488
1575,269488
1576,269488
1577,269488
1578,269488
1579,269488
1580,269488
1581,269488
1582,269488
1583,269488
1584,269488
1585,269488
1586,269488
1587,269488
1588,269488
1589,269488
1590,269488
1591,269488
1592,269488
1593,269488
1594,269488
1595,269488
1596,269488
1597,269488
1598,269488
1599,269488
1600,283129
1601,283129
1602,283129
1603,283129
1604,283129
1605,283129
1606,283129
1607,283129
1608,283129
1609,283129
1610,283129
1611,283129
1612,283129
1613,283129
1614,283129
1615,283129
1616,283129
1617,283129
1618,283129
1619,283129
1620,283129
1621,283129
1622,283129
1623,283129
1624,283129
1625,283129
1626,283129
1627,283129
1628,283129
1629,283129
1630,283129
1631,283129
1632,283129
1633,283129
1634,283129
1635,283129
1636,283129
1637,283129
1638,283129
1639,283129
1640,283129
1641,283129
1642,283129
1643,283129
1644,283129
1645,283129
1646,283129
1647,283129
1648,283129
1649,283129
1650,283129
1651,283129
1652,283129
1653,283129
1654,283129
1655,283129
1656,283129
1657,283129
1658,283129
1659,283129
1660,283129
1661,283129
1662,283129
1663,283129
1664,283129
1665,283129
1666,283129
1667,283129
1668,283129
1669,283129
1670,283129
1671,283129
1672,283129
1673,283129
1674,283129
1675,283129
1676,283129
1677,283129
1678,283129
1679,283129
1680,283129
1681,283129
1682,283129
1683,283129
1684,283129
1685,283129
1686,283129
1687,283129
1688,283129
1689,283129
1690,283129
1691,283129
1692,283129
1693,283129
1694,283129
1695,283129
1696,283129
1697,283129
1698,283129
1699,283129
1700,295800
1701,295800
1702,295800
1703,295800
1704,295800
1705,295800
1706,295800
1707,295800
1708,295800
1709,295800
1710,295800
1711,295800
1712,295800
1713,295800
1714,295800
1715,295800
1716,295800
1717,295800
1718,295800
1719,295800
1720,295800
1721,295800
1722,295800
1723,295800
1724,295800
1725,295800
1726,295800
1727,295800
1728,295800
1729,295800
1730,295800
1731,295800
1732,295800
1733,295800
1734,295800
1735,295800
1736,295800
1737,295800
1738,295800
1739,295800
1740,295800
1741,295800
1742,295800
1743,295800
1744,295800
1745,295800
1746,295800
1747,295800
1748,295800
1749,295800
1750,295800
1751,295800
1752,295800
1753,295800
1754,295800
1755,295800
1756,295800
1757,295800
1758,295800
1759,295800
1760,295800
1761,295800
1762,295800
1763,295800
1764,295800
1765,295800
1766,295800
1767,295800
1768,295800
1769,295800
1770,295800
1771,295800
1772,295800
1773,295800
1774,295800
1775,295800
1776,295800
1777,295800
1778,295800
1779,295800
1780,295800
1781,295800
1782,295800
1783,295800
1784,295800
1785,295800
1786,295800
1787,295800
1788,295800
1789,295800
1790,295800
1791,295800
1792,295800
1793,295800
1794,295800
1795,295800
1796,295800
1797,295800
1798,295800
1799,295800
1800,309251
1801,309251
1802,309251
1803,309251
1804,309251
1805,309251
1806,309251
1807,309251
1808,309251
1809,309251
1810,309251
1811,309251
1812,309251
1813,309251
1814,309251
1815,309251
1816,309251
1817,309251
1818,309251
1819,309251
1820,309251
1821,309251
1822,309251
1823,309251
1824,309251
1825,309251
1826,309251
1827,309251
1828,309251
1829,309251
1830,309251
1831,309251
1832,309251
1833,309251
1834,309251
1835,309251
1836,309251
1837,309251
1838,309251
1839,309251
1840,309251
1841,309251
1842,309251
1843,309251
1844,309251
1845,309251
1846,309251
1847,309251
1848,309251
1849,309251
1850,309251
1851,309251
1852,309251
1853,309251
1854,309251
1855,309251
1856,309251
1857,309251
1858,309251
1859,309251
1860,309251
1861,309251
1862,309251
1863,309251
1864,309251
1865,309251
1866,309251
1867,309251
1868,309251
1869,309251
1870,309251
1871,309251
1872,309251
1873,309251
1874,309251
1875,309251
1876,309251
1877,309251
1878,309251
1879,309251
1880,309251
1881,309251
1882,309251
1883,309251
1884,309251
1885,309251
1886,309251
1887,309251
1888,309251
1889,309251
1890,309251
1891,309251
1892,309251
1893,309251
1894,309251
1895,309251
1896,309251
1897,309251
1898,309251
1899,309251
1900,323773
1901,323773
1902,323773
1903,323773
1904,323773
1905,323773
1906,323773
1907,323773
1908,323773
1909,323773
1910,323773
1911,323773
1912,323773
1913,323773
1914,323773
1915,323773
1916,323773
1917,323773
1918,323773
1919,323773
1920,323773
1921,323773
1922,323773
1923,323773
1924,323773
1925,323773
1926,323773
1927,323773
1928,323773
1929,323773
1930,323773
1931,323773
1932,323773
1933,323773
1934,323773
1935,323773
1936,323773
1937,323773
1938,323773
1939,323773
1940,323773
1941,323773
1942,323773
1943,323773
1944,323773
1945,323773
1946,323773
1947,323773
1948,323773
1949,323773
1950,323773
1951,323773
1952,323773
1953,323773
1954,323773
1955,323773
1956,323773
1957,323773
1958,323773
1959,323773
1960,323773
1961,323773
1962,323773
1963,323773
1964,323773
1965,323773
1966,323773
1967,323773
1968,323773
1969,323773
1970,323773
1971,323773
1972,323773
1973,323773
1974,323773
1975,323773
1976,323773
1977,323773
1978,323773
1979,323773
1980,323773
1981,323773
1982,323773
1983,323773
1984,323773
1985,323773
1986,323773
1987,323773
1988,323773
1989,323773
1990,323773
1991,323773
1992,323773
1993,323773
1994,323773
1995,323773
1996,323773
1997,323773
1998,323773
1999,323773
2000,337140
2001,337140
2002,337140
2003,337140
2004,337140
2005,337140
2006,337140
2007,337140
2008,337140
2009,337140
2010,337140
2011,337140
2012,337140
2013,337140
2014,337140
2015,337140
2016,337140
2017,337140
2018,337140
2019,337140
2020,337140
2021,337140
2022,337140
2023,337140
2024,337140
2025,337140
2026,337140
2027,337140
2028,337140
2029,337140
2030,337140
2031,337140
2032,337140
2033,337140
2034,337140
2035,337140
2036,337140
2037,337140
2038,337140
2039,337140
2040,337140
2041,337140
2042,337140
2043,337140
2044,337140
2045,337140
2046,337140
2047,337140
2048,337140
2049,337140
2050,337140
2051,337140
2052,337140
2053,337140
2054,337140
2055,337140
2056,337140
2057,337140
2058,337140
2059,337140
2060,337140
2061,337140
2062,337140
2063,337140
2064,337140
2065,337140
2066,337140
2067,337140
2068,337140
2069,337140
2070,337140
2071,337140
2072,337140
2073,337140
2074,337140
2075,337140
2076,337140
2077,337140
2078,337140
2079,337140
2080,337140
2081,337140
2082,337140
2083,337140
2084,337140
2085,337140
2086,337140
2087,337140
2088,337140
2089,337140
2090,337140
2091,337140
2092,337140
2093,337140
2094,337140
2095,337140
2096,337140
2097,337140
2098,337140
2099,337140
2100,351413
2101,351413
2102,351413
2103,351413
2104,351413
2105,351413
2106,351413
2107,351413
2108,351413
2109,351413
2110,351413
2111,351413
2112,351413
2113,351413
2114,351413
2115,351413
2116,351413
2117,351413
2118,351413
2119,351413
2120,351413
2121,351413
2122,351413
2123,351413
2124,351413
2125,351413
2126,351413
2127,351413
2128,351413
2129,351413
2130,351413
2131,351413
2132,351413
2133,351413
2134,351413
2135,351413
2136,351413
2137,351413
2138,351413
2139,351413
2140,351413
2141,351413
2142,351413
2143,351413
2144,351413
2145,351413
2146,351413
2147,351413
2148,351413
2149,351413
2150,351413
2151,351413
2152,351413
2153,351413
2154,351413
2155,351413
2156,351413
2157,351413
2158,351413
2159,351413
2160,351413
2161,351413
2162,351413
2163,351413
2164,351413
2165,351413
2166,351413
2167,351413
2168,351413
2169,351413
2170,351413
2171,351413
2172,351413
2173,351413
2174,351413
2175,351413
2176,351413
2177,351413
2178,351413
2179,351413
2180,351413
2181,351413
2182,351413
2183,351413
2184,351413
2185,351413
2186,351413
2187,351413
2188,351413
2189,351413
2190,351413
2191,351413
2192,351413
2193,351413
2194,351413
2195,351413
2196,351413
2197,351413
2198,351413
2199,351413
2200,364440
2201,364440
2202,364440
2203,364440
2204,364440
2205,364440
2206,364440
2207,364440
2208,364440
2209,364440
2210,364440
2211,364440
2212,364440
2213,364440
2214,364440
2215,364440
2216,364440
2217,364440
2218,364440
2219,364440
2220,364440
2221,364440
2222,364440
2223,364440
2224,364440
2225,364440
2226,364440
2227,364440
2228,364440
2229,364440
2230,364440
2231,364440
2232,364440
2233,364440
2234,364440
2235,364440
2236,364440
2237,364440
2238,364440
2239,364440
2240,364440
2241,364440
2242,364440
2243,364440
2244,364440
2245,364440
2246,364440
2247,364440
2248,364440
2249,364440
2250,364440
2251,364440
2252,364440
2253,364440
2254,364440
2255,364440
2256,364440
2257,364440
2258,364440
2259,364440
2260,364440
2261,364440
2262,364440
2263,364440
2264,364440
2265,364440
2266,364440
2267,364440
2268,364440
2269,364440
2270,364440
2271,364440
2272,364440
2273,364440
2274,364440
2275,364440
2276,364440
2277,364440
2278,364440
2279,364440
2280,364440
2281,364440
2282,364440
2283,364440
2284,364440
2285,364440
2286,364440
2287,364440
2288,364440
2289,364440
2290,364440
2291,364440
2292,364440
2293,364440
2294,364440
2295,364440
2296,364440
2297,364440
2298,364440
2299,364440
2300,381128
2301,381128
2302,381128
2303,381128
2304,381128
2305,381128
2306,381128
2307,381128
2308,381128
2309,381128
2310,381128
2311,381128
2312,381128
2313,381128
2314,381128
2315,381128
2316,381128
2317,381128
2318,381128
2319,381128
2320,381128
2321,381128
2322,381128
2323,381128
2324,381128
2325,381128
2326,381128
2327,381128
2328,381128
2329,381128
2330,381128
2331,381128
2332,381128
2333,381128
2334,381128
2335,381128
2336,381128
2337,381128
2338,381128
2339,381128
2340,381128
2341,381128
2342,381128
2343,381128
2344,381128
2345,381128
2346,381128
2347,381128
2348,381128
2349,381128
2350,381128
2351,381128
2352,381128
2353,381128
2354,381128
2355,381128
2356,381128
2357,381128
2358,381128
2359,381128
2360,381128
2361,381128
2362,381128
2363,381128
2364,381128
2365,381128
2366,381128
2367,381128
2368,381128
2369,381128
2370,381128
2371,381128
2372,381128
2373,381128
2374,381128
2375,381128
2376,381128
2377,381128
2378,381128
2379,381128
2380,381128
2381,381128
2382,381128
2383,381128
2384,381128
2385,381128
2386,381128
2387,381128
2388,381128
2389,381128
2390,381128
2391,381128
2392,381128
2393,381128
2394,381128
2395,381128
2396,381128
2397,381128
2398,381128
2399,381128
2400,395351
2401,395351
2402,395351
2403,395351
2404,395351
2405,395351
2406,395351
2407,395351
2408,395351
2409,395351
2410,395351
2411,395351
2412,395351
2413,395351
2414,395351
2415,395351
2416,395351
2417,395351
2418,395351
2419,395351
2420,395351
2421,395351
2422,395351
2423,395351
2424,395351
2425,395351
2426,395351
2427,395351
2428,395351
2429,395351
2430,395351
2431,395351
2432,395351
2433,395351
2434,395351
2435,395351
2436,395351
2437,395351
2438,395351
2439,395351
2440,395351
2441,395351
2442,395351
2443,395351
2444,395351
2445,395351
2446,395351
2447,395351
2448,395351
2449,395351
2450,395351
2451,395351
2452,395351
2453,395351
2454,395351
2455,395351
2456,395351
2457,395351
2458,395351
2459,395351
2460,395351
2461,395351
2462,395351
2463,395351
2464,395351
2465,395351
2466,395351
2467,395351
2468,395351
2469,395351
2470,395351
2471,395351
2472,395351
2473,395351
2474,395351
2475,395351
2476,395351
2477,395351
2478,395351
2479,395351
2480,395351
2481,395351
2482,395351
2483,395351
2484,395351
2485,395351
2486,395351
2487,395351
2488,395351
2489,395351
2490,395351
2491,395351
2492,395351
2493,395351
2494,395351
2495,395351
2496,395351
